100.png,11.3614
1621.png,10.4404
1622.png,12.1275
1623.png,8.15723
1624.png,12.0402
1625.png,10.8281
1626.png,9.48811
1627.png,8.23348
1628.png,12.9531
1629.png,8.03413
1630.png,11.849
1631.png,11.7338
1632.png,9.88719
1633.png,10.4707
1634.png,12.6447
1635.png,9.97727
1636.png,12.8698
1637.png,10.6221
1638.png,8.46807
1639.png,12.0665
1640.png,9.05843
1641.png,10.7717
1642.png,9.46135
1643.png,12.0807
1644.png,12.1402
1645.png,9.10789
1646.png,11.2242
1647.png,8.47591
1648.png,10.0583
1649.png,8.48433
1650.png,8.72005
1651.png,9.06098
1652.png,10.3833
1653.png,8.38807
1654.png,9.17522
1655.png,8.03277
1656.png,12.4932
1657.png,10.7612
1658.png,8.83773
1659.png,12.6444
1660.png,10.7104
1661.png,8.20879
1662.png,10.6244
1663.png,11.2007
1664.png,12.0033
1665.png,12.1746
1666.png,9.26316
1667.png,12.8414
1668.png,10.3312
1669.png,9.32046
1670.png,10.7469
1671.png,9.88667
1672.png,9.01864
1673.png,12.5773
1674.png,12.6959
1675.png,12.1875
1676.png,10.1639
1677.png,11.5806
1678.png,12.2567
1679.png,8.39523
1680.png,10.0498
1681.png,11.2079
1682.png,12.8823
1683.png,11.5264
1684.png,11.1831
1685.png,9.02693
1686.png,9.46533
1687.png,8.80005
1688.png,9.51967
1689.png,11.5925
1690.png,12.7899
1691.png,8.07891
1692.png,9.56297
1693.png,8.24456
1694.png,12.3739
1695.png,11.4688
1696.png,12.1328
1697.png,12.5917
1698.png,8.76559
1699.png,10.3501
1700.png,10.7313
1701.png,10.5813
1702.png,11.6021
1703.png,12.1126
1704.png,9.17633
1705.png,8.5277
1706.png,11.0694
1707.png,9.21828
1708.png,12.1347
1709.png,10.3276
1710.png,11.4551
1711.png,9.77402
1712.png,8.51733
1713.png,9.4944
1714.png,8.81604
1715.png,9.16412
1716.png,10.7221
1717.png,9.77456
1718.png,11.7232
1719.png,11.2408
1720.png,11.8502
1721.png,11.9517
1722.png,10.6329
1723.png,9.28146
1724.png,12.9768
1725.png,8.53312
1726.png,10.0747
1727.png,8.7731
1728.png,10.5354
1729.png,12.0344
1730.png,10.3738
1731.png,10.1707
1732.png,9.65852
1733.png,8.38374
1734.png,11.6211
1735.png,11.7568
1736.png,11.0752
1737.png,12.5109
1738.png,8.66568
1739.png,9.0033
1740.png,12.2412
1741.png,11.3056
1742.png,10.5822
1743.png,11.8629
1744.png,11.8821
1745.png,10.7743
1746.png,11.4477
1747.png,9.24569
1748.png,11.5168
1749.png,9.9973
1750.png,11.0895
1751.png,11.0039
1752.png,11.0537
1753.png,11.5155
1754.png,8.38444
1755.png,9.05929
1756.png,9.49226
1757.png,12.8304
1758.png,11.2881
1759.png,8.87041
1760.png,11.4088
1761.png,12.2053
1762.png,12.5003
1763.png,9.03985
1764.png,12.7378
1765.png,9.15881
1766.png,8.76887
1767.png,11.1538
1768.png,8.18285
1769.png,11.9794
1770.png,8.71402
1771.png,8.43246
1772.png,12.0949
1773.png,12.8163
1774.png,11.8051
1775.png,12.0973
1776.png,12.6844
1777.png,10.0692
1778.png,9.59449
1779.png,11.5364
1780.png,11.1393
1781.png,11.4251
1782.png,11.5656
1783.png,11.575
1784.png,9.11002
1785.png,8.41602
1786.png,10.502
1787.png,12.7005
1788.png,11.6724
1789.png,8.82237
1790.png,8.33253
1791.png,10.9153
1792.png,10.9164
1793.png,11.3718
1794.png,9.21173
1795.png,10.2456
1796.png,11.4952
1797.png,8.79302
1798.png,8.93643
1799.png,10.1941
1800.png,9.25246
1801.png,12.5975
1802.png,8.9495
1803.png,9.99855
1804.png,12.0874
1805.png,8.19202
1806.png,11.3406
1807.png,8.07021
1808.png,12.6408
1809.png,8.57099
1810.png,8.75937
1811.png,11.0431
1812.png,12.2363
1813.png,10.1819
1814.png,10.3269
1815.png,12.1816
1816.png,10.5482
1817.png,10.3033
1818.png,9.46818
1819.png,9.81211
1820.png,9.63948
1821.png,10.8442
1822.png,11.9098
1823.png,11.6098
1824.png,11.3933
1825.png,12.6426
1826.png,12.3356
1827.png,12.6239
1828.png,8.21024
1829.png,9.96909
1830.png,10.9174
1831.png,10.3093
1832.png,11.3968
1833.png,12.9371
1834.png,8.76772
1835.png,9.66598
1836.png,12.7656
1837.png,10.1342
1838.png,10.0854
1839.png,12.3561
1840.png,8.20862
1841.png,8.5976
1842.png,8.63346
1843.png,12.9475
1844.png,8.44693
1845.png,10.0124
1846.png,12.4557
1847.png,9.92119
1848.png,8.11902
1849.png,10.097
1850.png,8.41899
1851.png,10.9552
1852.png,10.338
1853.png,9.78187
1854.png,12.246
1855.png,12.5518
1856.png,10.4768
1857.png,10.2377
1858.png,12.5875
1859.png,12.3926
1860.png,12.2334
1861.png,11.2223
1862.png,10.6592
1863.png,12.8243
1864.png,9.46113
1865.png,9.53029
1866.png,8.50716
1867.png,10.0162
1868.png,10.5919
1869.png,8.51965
1870.png,9.6727
1871.png,10.1122
1872.png,12.9469
1873.png,12.8855
1874.png,8.57841
1875.png,10.0582
1876.png,11.9284
1877.png,11.0713
1878.png,11.5275
1879.png,12.2892
1880.png,9.78066
1881.png,11.5016
1882.png,11.1987
1883.png,8.32869
1884.png,11.3237
1885.png,8.25494
1886.png,9.14869
1887.png,8.55164
1888.png,9.15895
1889.png,12.7539
1890.png,12.3035
1891.png,9.46418
1892.png,12.7674
1893.png,8.60672
1894.png,8.90269
1895.png,10.2731
1896.png,8.27383
1897.png,10.0546
1898.png,10.8497
1899.png,11.8934
1900.png,11.8249
1901.png,12.9968
1902.png,10.6449
1903.png,12.1582
1904.png,11.6163
1905.png,11.844
1906.png,9.46665
1907.png,10.8315
1908.png,12.0415
1909.png,10.7261
1910.png,12.2753
1911.png,10.5204
1912.png,9.25915
1913.png,8.5575
1914.png,9.28861
1915.png,11.0901
1916.png,10.302
1917.png,11.7028
1918.png,9.88455
1919.png,11.8518
1920.png,9.60481
1921.png,12.882
1922.png,9.49385
1923.png,12.3191
1924.png,10.1491
1925.png,9.2247
1926.png,12.7893
1927.png,9.9583
1928.png,11.599
1929.png,8.82975
1930.png,12.8209
1931.png,8.69325
1932.png,12.3771
1933.png,8.07378
1934.png,9.58436
1935.png,10.38
1936.png,11.5834
1937.png,11.4895
1938.png,9.38536
1939.png,8.37417
1940.png,8.48583
1941.png,8.00009
1942.png,11.8226
1943.png,8.67831
1944.png,12.0727
1945.png,9.38493
1946.png,8.87795
1947.png,10.3195
1948.png,11.689
1949.png,12.2341
1950.png,10.6056
1951.png,9.44983
1952.png,10.1212
1953.png,12.7744
1954.png,12.0076
1955.png,9.91151
1956.png,11.4802
1957.png,10.1281
1958.png,11.8957
1959.png,9.42844
1960.png,10.0747
1961.png,11.0984
1962.png,8.77148
1963.png,11.6453
1964.png,11.3326
1965.png,12.9315
1966.png,11.6102
1967.png,11.1199
1968.png,10.9375
1969.png,11.2564
1970.png,12.7924
1971.png,8.54998
1972.png,12.4402
1973.png,9.60915
1974.png,8.02279
1975.png,9.17421
1976.png,10.6282
1977.png,10.7678
1978.png,10.7365
1979.png,10.9533
1980.png,8.16086
1981.png,12.9961
1982.png,10.1319
1983.png,8.79774
1984.png,9.11459
1985.png,11.6084
1986.png,9.6662
1987.png,10.8137
1988.png,12.7647
1989.png,10.3267
1990.png,10.8017
1991.png,9.55124
1992.png,11.6404
1993.png,11.6033
1994.png,9.96858
1995.png,9.88499
1996.png,11.3743
1997.png,11.3731
1998.png,12.238
1999.png,12.849
2000.png,9.48587
81_12_1.png,9.70125
82_11_1.png,9.81229
83_10.5_1.png,10.8691
84_9.3_0.png,9.43881
85_8.9_0.png,10.9776
86_12.2_1.png,10.6568
87_10.5_0.png,8.9665
88_9.8_0.png,11.8838
89_9.5_0.png,11.8328
90_10.6_1.png,8.46267
91_10.3_1.png,10.9508
92_11_1.png,11.1894
93.png,8.50094
94.png,9.0918
95.png,11.6549
96.png,9.15301
97.png,8.95472
98.png,8.49636
99.png,10.6382
